Freq.	V(vo)/V(vi)
7.85181402166768e-001	3.10844785309660e+001,-3.16488738755848e-005
7.86991432233102e-001	3.10844785309659e+001,-3.17218320647653e-005
7.88805634849666e-001	3.10844785309657e+001,-3.17949584399416e-005
7.90624019635183e-001	3.10844785309656e+001,-3.18682533888224e-005
7.92446596230548e-001	3.10844785309654e+001,-3.19417173000104e-005
7.94273374298881e-001	3.10844785309653e+001,-3.20153505630037e-005
7.96104363525577e-001	3.10844785309651e+001,-3.20891535681987e-005
7.97939573618358e-001	3.10844785309650e+001,-3.21631267068916e-005
7.99779014307326e-001	3.10844785309649e+001,-3.22372703712805e-005
8.01622695345012e-001	3.10844785309647e+001,-3.23115849544678e-005
8.03470626506430e-001	3.10844785309646e+001,-3.23860708504619e-005
8.05322817589126e-001	3.10844785309644e+001,-3.24607284541798e-005
8.07179278413234e-001	3.10844785309643e+001,-3.25355581614486e-005
8.09040018821524e-001	3.10844785309641e+001,-3.26105603690079e-005
8.10905048679456e-001	3.10844785309640e+001,-3.26857354745121e-005
8.12774377875233e-001	3.10844785309638e+001,-3.27610838765319e-005
8.14648016319852e-001	3.10844785309637e+001,-3.28366059745572e-005
8.16525973947158e-001	3.10844785309635e+001,-3.29123021689986e-005
8.18408260713895e-001	3.10844785309634e+001,-3.29881728611898e-005
8.20294886599761e-001	3.10844785309632e+001,-3.30642184533896e-005
8.22185861607457e-001	3.10844785309630e+001,-3.31404393487841e-005
8.24081195762745e-001	3.10844785309629e+001,-3.32168359514891e-005
8.25980899114498e-001	3.10844785309627e+001,-3.32934086665517e-005
8.27884981734755e-001	3.10844785309626e+001,-3.33701578999528e-005
8.29793453718771e-001	3.10844785309624e+001,-3.34470840586091e-005
8.31706325185075e-001	3.10844785309623e+001,-3.35241875503755e-005
8.33623606275522e-001	3.10844785309621e+001,-3.36014687840471e-005
8.35545307155344e-001	3.10844785309620e+001,-3.36789281693613e-005
8.37471438013209e-001	3.10844785309618e+001,-3.37565661170000e-005
8.39402009061271e-001	3.10844785309616e+001,-3.38343830385919e-005
8.41337030535224e-001	3.10844785309615e+001,-3.39123793467145e-005
8.43276512694361e-001	3.10844785309613e+001,-3.39905554548966e-005
8.45220465821622e-001	3.10844785309612e+001,-3.40689117776200e-005
8.47168900223654e-001	3.10844785309610e+001,-3.41474487303222e-005
8.49121826230862e-001	3.10844785309608e+001,-3.42261667293983e-005
8.51079254197465e-001	3.10844785309606e+001,-3.43050661922033e-005
8.53041194501552e-001	3.10844785309605e+001,-3.43841475370542e-005
8.55007657545134e-001	3.10844785309603e+001,-3.44634111832326e-005
8.56978653754202e-001	3.10844785309601e+001,-3.45428575509863e-005
8.58954193578784e-001	3.10844785309600e+001,-3.46224870615321e-005
8.60934287492993e-001	3.10844785309598e+001,-3.47023001370578e-005
8.62918945995091e-001	3.10844785309596e+001,-3.47822972007243e-005
8.64908179607540e-001	3.10844785309595e+001,-3.48624786766680e-005
8.66901998877058e-001	3.10844785309593e+001,-3.49428449900032e-005
8.68900414374677e-001	3.10844785309591e+001,-3.50233965668242e-005
8.70903436695796e-001	3.10844785309590e+001,-3.51041338342072e-005
8.72911076460241e-001	3.10844785309588e+001,-3.51850572202133e-005
8.74923344312318e-001	3.10844785309586e+001,-3.52661671538903e-005
8.76940250920870e-001	3.10844785309584e+001,-3.53474640652747e-005
8.78961806979335e-001	3.10844785309583e+001,-3.54289483853950e-005
8.80988023205804e-001	3.10844785309581e+001,-3.55106205462728e-005
8.83018910343071e-001	3.10844785309579e+001,-3.55924809809257e-005
8.85054479158699e-001	3.10844785309577e+001,-3.56745301233697e-005
8.87094740445072e-001	3.10844785309576e+001,-3.57567684086210e-005
8.89139705019450e-001	3.10844785309574e+001,-3.58391962726991e-005
8.91189383724033e-001	3.10844785309572e+001,-3.59218141526280e-005
8.93243787426014e-001	3.10844785309570e+001,-3.60046224864397e-005
8.95302927017636e-001	3.10844785309568e+001,-3.60876217131756e-005
8.97366813416252e-001	3.10844785309566e+001,-3.61708122728894e-005
8.99435457564382e-001	3.10844785309565e+001,-3.62541946066492e-005
9.01508870429773e-001	3.10844785309563e+001,-3.63377691565399e-005
9.03587063005452e-001	3.10844785309561e+001,-3.64215363656653e-005
9.05670046309789e-001	3.10844785309559e+001,-3.65054966781508e-005
9.07757831386556e-001	3.10844785309557e+001,-3.65896505391457e-005
9.09850429304980e-001	3.10844785309555e+001,-3.66739983948254e-005
9.11947851159807e-001	3.10844785309553e+001,-3.67585406923937e-005
9.14050108071359e-001	3.10844785309551e+001,-3.68432778800856e-005
9.16157211185593e-001	3.10844785309549e+001,-3.69282104071692e-005
9.18269171674161e-001	3.10844785309547e+001,-3.70133387239483e-005
9.20386000734465e-001	3.10844785309545e+001,-3.70986632817648e-005
9.22507709589724e-001	3.10844785309544e+001,-3.71841845330008e-005
9.24634309489026e-001	3.10844785309542e+001,-3.72699029310817e-005
9.26765811707393e-001	3.10844785309540e+001,-3.73558189304779e-005
9.28902227545837e-001	3.10844785309538e+001,-3.74419329867073e-005
9.31043568331421e-001	3.10844785309536e+001,-3.75282455563382e-005
9.33189845417322e-001	3.10844785309534e+001,-3.76147570969912e-005
9.35341070182887e-001	3.10844785309532e+001,-3.77014680673419e-005
9.37497254033696e-001	3.10844785309530e+001,-3.77883789271232e-005
9.39658408401621e-001	3.10844785309528e+001,-3.78754901371279e-005
9.41824544744887e-001	3.10844785309526e+001,-3.79628021592109e-005
9.43995674548134e-001	3.10844785309524e+001,-3.80503154562919e-005
9.46171809322474e-001	3.10844785309522e+001,-3.81380304923575e-005
9.48352960605560e-001	3.10844785309519e+001,-3.82259477324644e-005
9.50539139961637e-001	3.10844785309517e+001,-3.83140676427408e-005
9.52730358981610e-001	3.10844785309515e+001,-3.84023906903898e-005
9.54926629283106e-001	3.10844785309513e+001,-3.84909173436914e-005
9.57127962510529e-001	3.10844785309511e+001,-3.85796480720052e-005
9.59334370335131e-001	3.10844785309509e+001,-3.86685833457725e-005
9.61545864455066e-001	3.10844785309507e+001,-3.87577236365193e-005
9.63762456595454e-001	3.10844785309505e+001,-3.88470694168587e-005
9.65984158508448e-001	3.10844785309503e+001,-3.89366211604930e-005
9.68210981973290e-001	3.10844785309501e+001,-3.90263793422167e-005
9.70442938796375e-001	3.10844785309498e+001,-3.91163444379186e-005
9.72680040811317e-001	3.10844785309496e+001,-3.92065169245849e-005
9.74922299879008e-001	3.10844785309494e+001,-3.92968972803010e-005
9.77169727887683e-001	3.10844785309492e+001,-3.93874859842547e-005
9.79422336752981e-001	3.10844785309490e+001,-3.94782835167380e-005
9.81680138418009e-001	3.10844785309488e+001,-3.95692903591507e-005
9.83943144853408e-001	3.10844785309485e+001,-3.96605069940017e-005
9.86211368057412e-001	3.10844785309483e+001,-3.97519339049129e-005
9.88484820055916e-001	3.10844785309481e+001,-3.98435715766203e-005
9.90763512902534e-001	3.10844785309479e+001,-3.99354204949780e-005
9.93047458678671e-001	3.10844785309477e+001,-4.00274811469597e-005
9.95336669493578e-001	3.10844785309474e+001,-4.01197540206618e-005
9.97631157484425e-001	3.10844785309472e+001,-4.02122396053059e-005
9.99930934816357e-001	3.10844785309470e+001,-4.03049383912415e-005
1.00223601368257e+000	3.10844785309467e+001,-4.03978508699480e-005
1.00454640630435e+000	3.10844785309465e+001,-4.04909775340385e-005
1.00686212493118e+000	3.10844785309463e+001,-4.05843188772610e-005
1.00918318184077e+000	3.10844785309460e+001,-4.06778753945022e-005
1.01150958933912e+000	3.10844785309458e+001,-4.07716475817893e-005
1.01384135976063e+000	3.10844785309456e+001,-4.08656359362934e-005
1.01617850546810e+000	3.10844785309453e+001,-4.09598409563310e-005
1.01852103885284e+000	3.10844785309451e+001,-4.10542631413679e-005
1.02086897233475e+000	3.10844785309449e+001,-4.11489029920213e-005
1.02322231836232e+000	3.10844785309446e+001,-4.12437610100619e-005
1.02558108941277e+000	3.10844785309444e+001,-4.13388376984178e-005
1.02794529799205e+000	3.10844785309441e+001,-4.14341335611760e-005
1.03031495663498e+000	3.10844785309439e+001,-4.15296491035857e-005
1.03269007790525e+000	3.10844785309436e+001,-4.16253848320608e-005
1.03507067439550e+000	3.10844785309434e+001,-4.17213412541826e-005
1.03745675872744e+000	3.10844785309432e+001,-4.18175188787025e-005
1.03984834355183e+000	3.10844785309429e+001,-4.19139182155446e-005
1.04224544154863e+000	3.10844785309427e+001,-4.20105397758088e-005
1.04464806542700e+000	3.10844785309424e+001,-4.21073840717727e-005
1.04705622792543e+000	3.10844785309422e+001,-4.22044516168954e-005
1.04946994181175e+000	3.10844785309419e+001,-4.23017429258193e-005
1.05188921988322e+000	3.10844785309417e+001,-4.23992585143730e-005
1.05431407496663e+000	3.10844785309414e+001,-4.24969988995747e-005
1.05674451991831e+000	3.10844785309411e+001,-4.25949645996342e-005
1.05918056762423e+000	3.10844785309409e+001,-4.26931561339556e-005
1.06162223100009e+000	3.10844785309406e+001,-4.27915740231410e-005
1.06406952299134e+000	3.10844785309404e+001,-4.28902187889921e-005
1.06652245657327e+000	3.10844785309401e+001,-4.29890909545136e-005
1.06898104475110e+000	3.10844785309399e+001,-4.30881910439159e-005
1.07144530056001e+000	3.10844785309396e+001,-4.31875195826178e-005
1.07391523706525e+000	3.10844785309393e+001,-4.32870770972494e-005
1.07639086736217e+000	3.10844785309391e+001,-4.33868641156546e-005
1.07887220457632e+000	3.10844785309388e+001,-4.34868811668942e-005
1.08135926186349e+000	3.10844785309385e+001,-4.35871287812489e-005
1.08385205240983e+000	3.10844785309383e+001,-4.36876074902214e-005
1.08635058943185e+000	3.10844785309380e+001,-4.37883178265399e-005
1.08885488617656e+000	3.10844785309377e+001,-4.38892603241605e-005
1.09136495592148e+000	3.10844785309375e+001,-4.39904355182702e-005
1.09388081197476e+000	3.10844785309376e+001,-4.40918439452904e-005
1.09640246767521e+000	3.10844785309373e+001,-4.41934861428774e-005
1.09892993639239e+000	3.10844785309370e+001,-4.42953626499288e-005
1.10146323152671e+000	3.10844785309367e+001,-4.43974740065833e-005
1.10400236650943e+000	3.10844785309365e+001,-4.44998207542256e-005
1.10654735480280e+000	3.10844785309362e+001,-4.46024034354875e-005
1.10909820990009e+000	3.10844785309359e+001,-4.47052225942524e-005
1.11165494532568e+000	3.10844785309356e+001,-4.48082787756574e-005
1.11421757463513e+000	3.10844785309353e+001,-4.49115725260957e-005
1.11678611141525e+000	3.10844785309350e+001,-4.50151043932208e-005
1.11936056928415e+000	3.10844785309348e+001,-4.51188749259484e-005
1.12194096189136e+000	3.10844785309345e+001,-4.52228846744592e-005
1.12452730291787e+000	3.10844785309342e+001,-4.53271341902029e-005
1.12711960607619e+000	3.10844785309339e+001,-4.54316240258998e-005
1.12971788511047e+000	3.10844785309336e+001,-4.55363547355447e-005
1.13232215379651e+000	3.10844785309333e+001,-4.56413268744094e-005
1.13493242594189e+000	3.10844785309330e+001,-4.57465409990458e-005
1.13754871538601e+000	3.10844785309327e+001,-4.58519976672886e-005
1.14017103600019e+000	3.10844785309324e+001,-4.59576974382585e-005
1.14279940168769e+000	3.10844785309321e+001,-4.60636408723654e-005
1.14543382638387e+000	3.10844785309318e+001,-4.61698285313106e-005
1.14807432405616e+000	3.10844785309315e+001,-4.62762609780906e-005
1.15072090870423e+000	3.10844785309312e+001,-4.63829387769997e-005
1.15337359436001e+000	3.10844785309309e+001,-4.64898624936330e-005
1.15603239508778e+000	3.10844785309306e+001,-4.65970326948892e-005
1.15869732498422e+000	3.10844785309303e+001,-4.67044499489741e-005
1.16136839817853e+000	3.10844785309300e+001,-4.68121148254034e-005
1.16404562883248e+000	3.10844785309297e+001,-4.69200278950054e-005
1.16672903114048e+000	3.10844785309294e+001,-4.70281897299247e-005
1.16941861932966e+000	3.10844785309291e+001,-4.71366009036244e-005
1.17211440765994e+000	3.10844785309288e+001,-4.72452619908897e-005
1.17481641042413e+000	3.10844785309284e+001,-4.73541735678310e-005
1.17752464194798e+000	3.10844785309281e+001,-4.74633362118866e-005
1.18023911659027e+000	3.10844785309278e+001,-4.75727505018260e-005
1.18295984874286e+000	3.10844785309275e+001,-4.76824170177527e-005
1.18568685283080e+000	3.10844785309272e+001,-4.77923363411078e-005
1.18842014331242e+000	3.10844785309268e+001,-4.79025090546727e-005
1.19115973467932e+000	3.10844785309265e+001,-4.80129357425720e-005
1.19390564145657e+000	3.10844785309262e+001,-4.81236169902770e-005
1.19665787820267e+000	3.10844785309259e+001,-4.82345533846088e-005
1.19941645950972e+000	3.10844785309255e+001,-4.83457455137409e-005
1.20218140000344e+000	3.10844785309252e+001,-4.84571939672031e-005
1.20495271434327e+000	3.10844785309249e+001,-4.85688993358841e-005
1.20773041722245e+000	3.10844785309245e+001,-4.86808622120343e-005
1.21051452336807e+000	3.10844785309242e+001,-4.87930831892701e-005
1.21330504754118e+000	3.10844785309239e+001,-4.89055628625755e-005
1.21610200453688e+000	3.10844785309235e+001,-4.90183018283070e-005
1.21890540918435e+000	3.10844785309232e+001,-4.91313006841950e-005
1.22171527634696e+000	3.10844785309229e+001,-4.92445600293485e-005
1.22453162092235e+000	3.10844785309225e+001,-4.93580804642570e-005
1.22735445784249e+000	3.10844785309222e+001,-4.94718625907948e-005
1.23018380207379e+000	3.10844785309218e+001,-4.95859070122232e-005
1.23301966861715e+000	3.10844785309215e+001,-4.97002143331944e-005
1.23586207250804e+000	3.10844785309211e+001,-4.98147851597545e-005
1.23871102881662e+000	3.10844785309208e+001,-4.99296200993466e-005
1.24156655264776e+000	3.10844785309204e+001,-5.00447197608141e-005
1.24442865914117e+000	3.10844785309201e+001,-5.01600847544041e-005
1.24729736347145e+000	3.10844785309197e+001,-5.02757156917701e-005
1.25017268084819e+000	3.10844785309194e+001,-5.03916131859759e-005
1.25305462651603e+000	3.10844785309190e+001,-5.05077778514984e-005
1.25594321575476e+000	3.10844785309186e+001,-5.06242103042312e-005
1.25883846387940e+000	3.10844785309183e+001,-5.07409111614876e-005
1.26174038624026e+000	3.10844785309179e+001,-5.08578810420038e-005
1.26464899822305e+000	3.10844785309176e+001,-5.09751205659426e-005
1.26756431524893e+000	3.10844785309172e+001,-5.10926303548961e-005
1.27048635277463e+000	3.10844785309168e+001,-5.12104110318897e-005
1.27341512629249e+000	3.10844785309165e+001,-5.13284632213847e-005
1.27635065133060e+000	3.10844785309161e+001,-5.14467875492821e-005
1.27929294345280e+000	3.10844785309157e+001,-5.15653846429257e-005
1.28224201825883e+000	3.10844785309153e+001,-5.16842551311056e-005
